MovieID|Title|AvgRatings|RatingCount|Time
1|Toy Story (1995)|3.8783185840707963|452|01-01-1998 19:03:04
2|GoldenEye (1995)|3.2061068702290076|131|01-02-1998 07:11:55
4|Get Shorty (1995)|3.550239234449761|209|01-03-1998 06:18:31
7|Twelve Monkeys (1995)|3.798469387755102|392|01-01-1998 00:55:55
8|Babe (1995)|3.9954337899543377|219|01-01-1998 23:44:52
9|Dead Man Walking (1995)|3.8963210702341136|299|01-01-1998 19:08:43
11|Seven (Se7en) (1995)|3.847457627118644|236|01-01-1998 23:47:34
12|Usual Suspects, The (1995)|4.385767790262173|267|01-02-1998 08:48:50
13|Mighty Aphrodite (1995)|3.4184782608695654|184|01-02-1998 09:06:38
14|Postino, Il (1994)|3.9672131147540983|183|01-01-1998 19:01:53
15|Mr. Holland's Opus (1995)|3.7781569965870307|293|01-01-1998 23:27:03
22|Braveheart (1995)|4.151515151515151|297|01-02-1998 20:38:18
23|Taxi Driver (1976)|4.1208791208791204|182|01-04-1998 03:34:25
24|Rumble in the Bronx (1995)|3.4482758620689653|174|01-01-1998 23:30:59
25|Birdcage, The (1996)|3.4436860068259385|293|01-02-1998 21:18:37
28|Apollo 13 (1995)|3.931159420289855|276|01-01-1998 23:45:24
29|Batman Forever (1995)|2.6666666666666665|114|01-02-1998 07:30:28
31|Crimson Tide (1995)|3.6298701298701297|154|01-04-1998 13:54:35
38|Net, The (1995)|3.0083333333333333|120|01-02-1998 07:30:28
42|Clerks (1994)|3.804054054054054|148|01-01-1998 23:45:24
47|Ed Wood (1994)|3.601503759398496|133|01-04-1998 16:06:31
48|Hoop Dreams (1994)|4.094017094017094|117|01-01-1998 15:19:06
50|Star Wars (1977)|4.3584905660377355|583|01-01-1998 00:57:34
53|Natural Born Killers (1994)|2.953125|128|01-04-1998 16:55:19
54|Outbreak (1995)|3.2403846153846154|104|01-04-1998 13:16:47
55|Professional, The (1994)|3.704697986577181|149|01-03-1998 07:30:17
56|Pulp Fiction (1994)|4.060913705583756|394|01-01-1998 15:21:37
58|Quiz Show (1994)|3.645714285714286|175|01-04-1998 02:22:46
62|Stargate (1994)|3.141732283464567|127|01-04-1998 05:53:59
64|Shawshank Redemption, The (1994)|4.445229681978798|283|01-01-1998 23:47:11
65|What's Eating Gilbert Grape (1993)|3.5391304347826087|115|01-04-1998 16:27:52
66|While You Were Sleeping (1995)|3.549382716049383|162|01-02-1998 09:23:43
67|Ace Ventura: Pet Detective (1994)|3.0485436893203883|103|01-02-1998 07:39:00
68|Crow, The (1994)|3.417910447761194|134|01-04-1998 05:54:42
69|Forrest Gump (1994)|3.853582554517134|321|01-02-1998 09:11:39
70|Four Weddings and a Funeral (1994)|3.6613545816733066|251|01-02-1998 09:10:21
71|Lion King, The (1994)|3.7818181818181817|220|01-02-1998 09:01:24
72|Mask, The (1994)|3.193798449612403|129|01-02-1998 07:38:27
73|Maverick (1994)|3.46875|128|01-10-1997 02:10:07
77|Firm, The (1993)|3.2781456953642385|151|01-04-1998 13:18:10
79|Fugitive, The (1993)|4.044642857142857|336|01-01-1998 23:48:15
81|Hudsucker Proxy, The (1994)|3.5545454545454547|110|01-02-1998 08:55:35
82|Jurassic Park (1993)|3.7203065134099615|261|01-04-1998 05:51:33
83|Much Ado About Nothing (1993)|4.0625|176|01-02-1998 03:26:25
86|Remains of the Day, The (1993)|3.94|150|01-02-1998 07:00:39
87|Searching for Bobby Fischer (1993)|3.9057971014492754|138|01-02-1998 08:52:33
88|Sleepless in Seattle (1993)|3.539906103286385|213|01-02-1998 06:55:40
89|Blade Runner (1982)|4.138181818181818|275|01-02-1998 08:45:19
91|Nightmare Before Christmas, The (1993)|3.5874125874125875|143|01-02-1998 08:55:03
92|True Romance (1993)|3.6153846153846154|104|01-04-1998 05:54:42
93|Welcome to the Dollhouse (1995)|3.7232142857142856|112|01-01-1998 00:56:58
94|Home Alone (1990)|3.0875912408759123|137|01-02-1998 07:35:46
95|Aladdin (1992)|3.8127853881278537|219|01-02-1998 21:10:06
96|Terminator 2: Judgment Day (1991)|4.0067796610169495|295|01-02-1998 09:09:32
97|Dances with Wolves (1990)|3.79296875|256|01-02-1998 08:42:40
98|Silence of the Lambs, The (1991)|4.28974358974359|390|01-01-1998 15:21:37
99|Snow White and the Seven Dwarfs (1937)|3.7093023255813953|172|01-03-1998 07:27:57
100|Fargo (1996)|4.155511811023622|508|01-01-1998 00:55:34
109|Mystery Science Theater 3000: The Movie (1996)|3.4307692307692306|130|01-01-1998 23:28:13
111|Truth About Cats & Dogs, The (1996)|3.485294117647059|272|01-01-1998 23:34:39
116|Cold Comfort Farm (1995)|3.824|125|01-10-1997 18:04:29
117|Rock, The (1996)|3.693121693121693|378|01-01-1998 23:31:52
118|Twister (1996)|3.2150170648464163|293|01-03-1998 05:38:19
121|Independence Day (ID4) (1996)|3.438228438228438|429|01-01-1998 23:30:32
122|Cable Guy, The (1996)|2.339622641509434|106|01-02-1998 06:51:25
123|Frighteners, The (1996)|3.234782608695652|115|01-10-1997 18:26:19
124|Lone Star (1996)|4.053475935828877|187|01-01-1998 19:01:53
125|Phenomenon (1996)|3.557377049180328|244|01-01-1998 00:58:04
127|Godfather, The (1972)|4.283292978208232|413|01-01-1998 00:55:33
129|Bound (1996)|3.8217054263565893|129|01-02-1998 08:50:06
132|Wizard of Oz, The (1939)|4.0772357723577235|246|01-02-1998 21:04:26
133|Gone with the Wind (1939)|3.871345029239766|171|01-02-1998 21:13:06
134|Citizen Kane (1941)|4.292929292929293|198|01-02-1998 08:42:40
135|2001: A Space Odyssey (1968)|3.969111969111969|259|01-02-1998 08:53:09
136|Mr. Smith Goes to Washington (1939)|4.123809523809523|105|01-02-1998 20:38:18
137|Big Night (1996)|3.9005847953216373|171|01-01-1998 19:04:26
143|Sound of Music, The (1965)|3.765765765765766|222|01-02-1998 08:54:35
144|Die Hard (1988)|3.8724279835390947|243|01-01-1998 23:46:48
147|Long Kiss Goodnight, The (1996)|3.4702702702702704|185|01-04-1998 07:25:40
148|Ghost and the Darkness, The (1996)|3.203125|128|01-04-1998 01:50:17
150|Swingers (1996)|3.828025477707006|157|01-04-1998 15:50:23
151|Willy Wonka and the Chocolate Factory (1971)|3.6319018404907975|326|01-01-1998 00:56:58
153|Fish Called Wanda, A (1988)|3.785425101214575|247|01-02-1998 07:14:32
154|Monty Python's Life of Brian (1979)|3.7471264367816093|174|01-02-1998 08:44:30
156|Reservoir Dogs (1992)|3.9864864864864864|148|01-02-1998 08:51:08
157|Platoon (1986)|3.6929133858267718|127|01-02-1998 07:15:16
159|Basic Instinct (1992)|3.227722772277228|101|01-02-1998 07:16:52
161|Top Gun (1986)|3.481818181818182|220|01-02-1998 07:05:39
162|On Golden Pond (1981)|3.556603773584906|106|01-04-1998 16:29:01
164|Abyss, The (1989)|3.589403973509934|151|01-01-1998 15:22:55
168|Monty Python and the Holy Grail (1974)|4.0664556962025316|316|01-01-1998 23:46:02
169|Wrong Trousers, The (1993)|4.466101694915254|118|01-02-1998 08:48:13
170|Cinema Paradiso (1988)|4.1735537190082646|121|01-02-1998 08:44:51
172|Empire Strikes Back, The (1980)|4.204359673024523|367|01-02-1998 09:02:37
173|Princess Bride, The (1987)|4.172839506172839|324|01-01-1998 23:46:48
174|Raiders of the Lost Ark (1981)|4.252380952380952|420|01-02-1998 08:43:55
175|Brazil (1985)|3.8173076923076925|208|01-02-1998 08:48:13
176|Aliens (1986)|3.9471830985915495|284|01-01-1998 00:09:32
177|Good, The Bad and The Ugly, The (1966)|3.8613138686131387|137|01-02-1998 21:09:26
178|12 Angry Men (1957)|4.344|125|01-02-1998 08:49:26
179|Clockwork Orange, A (1971)|3.909502262443439|221|01-02-1998 09:06:06
180|Apocalypse Now (1979)|4.04524886877828|221|01-02-1998 05:16:37
181|Return of the Jedi (1983)|4.007889546351085|507|01-01-1998 00:57:34
182|GoodFellas (1990)|3.9513274336283186|226|01-02-1998 23:08:17
183|Alien (1979)|4.034364261168385|291|01-01-1998 00:09:32
184|Army of Darkness (1993)|3.4310344827586206|116|01-01-1998 15:25:52
185|Psycho (1960)|4.100418410041841|239|01-01-1998 15:22:55
186|Blues Brothers, The (1980)|3.8366533864541834|251|01-02-1998 09:05:02
187|Godfather: Part II, The (1974)|4.186602870813397|209|01-02-1998 05:16:37
188|Full Metal Jacket (1987)|3.6823529411764704|170|01-02-1998 09:02:37
190|Henry V (1989)|4.137096774193548|124|01-02-1998 08:49:26
191|Amadeus (1984)|4.163043478260869|276|01-02-1998 08:49:26
192|Raging Bull (1980)|4.120689655172414|116|01-02-1998 08:54:35
193|Right Stuff, The (1983)|3.917197452229299|157|01-01-1998 04:29:33
194|Sting, The (1973)|4.058091286307054|241|01-01-1998 23:44:32
195|Terminator, The (1984)|3.9335548172757475|301|01-01-1998 23:47:11
196|Dead Poets Society (1989)|3.9163346613545817|251|01-02-1998 09:08:17
197|Graduate, The (1967)|4.104602510460251|239|01-02-1998 08:45:58
198|Nikita (La Femme Nikita) (1990)|4.0078740157480315|127|01-02-1998 08:47:18
199|Bridge on the River Kwai, The (1957)|4.175757575757576|165|01-01-1998 23:50:46
200|Shining, The (1980)|3.825242718446602|206|01-01-1998 15:24:21
202|Groundhog Day (1993)|3.7642857142857142|280|01-02-1998 09:01:24
203|Unforgiven (1992)|3.868131868131868|182|01-02-1998 07:03:16
204|Back to the Future (1985)|3.834285714285714|350|01-01-1998 23:44:32
205|Patton (1970)|3.9926470588235294|136|01-02-1998 10:10:26
208|Young Frankenstein (1974)|3.945|200|01-04-1998 02:21:02
209|This Is Spinal Tap (1984)|3.905759162303665|191|01-02-1998 08:49:26
210|Indiana Jones and the Last Crusade (1989)|3.930513595166163|331|01-02-1998 08:50:06
211|M*A*S*H (1970)|3.912621359223301|206|01-02-1998 21:04:26
213|Room with a View, A (1986)|3.985074626865672|134|01-04-1998 16:14:15
214|Pink Floyd - The Wall (1982)|3.3508771929824563|114|01-02-1998 08:51:08
215|Field of Dreams (1989)|3.69811320754717|212|01-02-1998 08:57:44
216|When Harry Met Sally... (1989)|3.910344827586207|290|01-01-1998 00:08:17
217|Bram Stoker's Dracula (1992)|3.158333333333333|120|01-02-1998 07:24:40
218|Cape Fear (1991)|3.456140350877193|171|01-01-1998 15:22:55
219|Nightmare on Elm Street, A (1984)|3.171171171171171|111|01-04-1998 04:50:12
222|Star Trek: First Contact (1996)|3.66027397260274|365|01-01-1998 00:08:54
223|Sling Blade (1996)|4.198529411764706|136|01-02-1998 08:45:58
225|101 Dalmatians (1996)|2.908256880733945|109|01-01-1998 23:40:39
226|Die Hard 2 (1990)|3.355421686746988|166|01-02-1998 07:10:30
227|Star Trek VI: The Undiscovered Country (1991)|3.279503105590062|161|01-01-1998 00:08:54
228|Star Trek: The Wrath of Khan (1982)|3.8155737704918034|244|01-01-1998 00:08:54
229|Star Trek III: The Search for Spock (1984)|3.111111111111111|171|01-01-1998 00:08:54
230|Star Trek IV: The Voyage Home (1986)|3.4472361809045227|199|01-01-1998 00:08:55
231|Batman Returns (1992)|2.683098591549296|142|01-03-1998 06:35:13
232|Young Guns (1988)|3.207920792079208|101|01-04-1998 05:54:42
233|Under Siege (1992)|3.2903225806451615|124|01-04-1998 05:52:15
234|Jaws (1975)|3.775|280|01-01-1998 15:21:37
235|Mars Attacks! (1996)|2.847926267281106|217|01-03-1998 06:24:04
237|Jerry Maguire (1996)|3.7109375|384|01-01-1998 23:26:22
238|Raising Arizona (1987)|3.875|256|01-02-1998 09:00:17
239|Sneakers (1992)|3.513333333333333|150|01-02-1998 08:52:33
240|Beavis and Butt-head Do America (1996)|2.7884615384615383|156|01-01-1998 23:31:52
241|Last of the Mohicans, The (1992)|3.546875|128|01-04-1998 05:51:33
242|Kolya (1996)|3.9914529914529915|117|01-01-1998 19:08:43
243|Jungle2Jungle (1997)|2.4393939393939394|132|01-01-1998 23:15:47
245|Devil's Own, The (1997)|3.1083333333333334|240|01-01-1998 00:30:25
246|Chasing Amy (1997)|3.935483870967742|124|01-02-1998 08:35:22
248|Grosse Pointe Blank (1997)|3.675|160|01-01-1998 19:01:02
249|Austin Powers: International Man of Mystery (1997)|3.246153846153846|130|01-01-1998 23:35:04
250|Fifth Element, The (1997)|3.4771573604060912|197|01-01-1998 23:27:03
252|Lost World: Jurassic Park, The (1997)|2.9430379746835444|158|01-01-1998 23:36:47
255|My Best Friend's Wedding (1997)|3.36046511627907|172|01-02-1998 20:50:13
257|Men in Black (1997)|3.745874587458746|303|01-01-1998 23:49:40
258|Contact (1997)|3.8035363457760316|509|01-01-1998 23:49:41
259|George of the Jungle (1997)|2.685185185185185|162|01-02-1998 20:42:53
260|Event Horizon (1997)|2.574803149606299|127|01-04-1998 03:50:17
264|Mimic (1997)|2.742574257425743|101|01-01-1998 23:17:52
265|Hunt for Red October, The (1990)|3.8634361233480177|227|01-03-1998 07:29:06
268|Chasing Amy (1997)|3.792156862745098|255|01-02-1998 04:37:40
269|Full Monty, The (1997)|3.926984126984127|315|01-01-1998 19:08:43
270|Gattaca (1997)|3.5955882352941178|136|01-03-1998 06:13:47
271|Starship Troopers (1997)|3.2322274881516586|211|01-01-1998 23:17:52
272|Good Will Hunting (1997)|4.262626262626263|198|01-02-1998 04:38:37
273|Heat (1995)|3.569506726457399|223|01-04-1998 15:41:27
274|Sabrina (1995)|3.5|190|01-01-1998 19:02:31
275|Sense and Sensibility (1995)|4.0111940298507465|268|01-01-1998 19:03:04
276|Leaving Las Vegas (1995)|3.697986577181208|298|01-01-1998 19:08:43
281|River Wild, The (1994)|3.143835616438356|146|01-01-1998 23:30:04
282|Time to Kill, A (1996)|3.685344827586207|232|01-01-1998 23:27:03
283|Emma (1996)|3.7175141242937855|177|01-02-1998 21:17:29
284|Tin Cup (1996)|3.160621761658031|193|01-01-1998 23:25:58
285|Secrets & Lies (1996)|4.265432098765432|162|01-01-1998 19:08:43
286|English Patient, The (1996)|3.656964656964657|481|01-01-1998 19:05:14
288|Scream (1996)|3.4414225941422596|478|01-01-1998 15:24:21
289|Evita (1996)|2.9806949806949805|259|01-02-1998 04:41:04
291|Absolute Power (1997)|3.37007874015748|127|01-04-1998 00:27:57
292|Rosewood (1997)|3.6666666666666665|114|01-02-1998 20:34:20
293|Donnie Brasco (1997)|3.802721088435374|147|01-01-1998 19:04:02
294|Liar Liar (1997)|3.156701030927835|485|01-01-1998 23:15:47
298|Face/Off (1997)|3.768041237113402|194|01-01-1998 23:28:13
300|Air Force One (1997)|3.6310904872389793|431|01-02-1998 04:37:08
301|In & Out (1997)|3.3043478260869565|230|01-02-1998 17:23:40
302|L.A. Confidential (1997)|4.161616161616162|297|01-01-1998 19:08:43
303|Ulee's Gold (1997)|3.6865671641791047|134|01-03-1998 21:22:56
304|Fly Away Home (1996)|3.5369127516778525|149|01-01-1998 23:49:41
307|Devil's Advocate, The (1997)|3.515957446808511|188|01-02-1998 20:40:29
310|Rainmaker, The (1997)|3.6|145|01-02-1998 05:05:49
313|Titanic (1997)|4.2457142857142856|350|01-01-1998 19:08:43
315|Apt Pupil (1998)|4.1|160|01-02-1998 04:42:48
316|As Good As It Gets (1997)|4.196428571428571|112|01-04-1998 01:43:05
317|In the Name of the Father (1993)|3.911764705882353|102|01-02-1998 09:01:53
318|Schindler's List (1993)|4.466442953020135|298|01-01-1998 23:49:40
319|Everyone Says I Love You (1996)|3.2738095238095237|168|01-04-1998 03:08:14
321|Mother (1996)|3.1301775147928996|169|01-01-1998 23:17:09
322|Murder at 1600 (1997)|3.0871559633027523|218|01-02-1998 20:42:53
323|Dante's Peak (1997)|2.933333333333333|240|01-01-1998 23:18:29
324|Lost Highway (1997)|3.136|125|01-04-1998 15:42:00
325|Crash (1996)|2.546875|128|01-04-1998 15:43:59
326|G.I. Jane (1997)|3.36|175|01-02-1998 04:38:37
327|Cop Land (1997)|3.3771428571428572|175|01-02-1998 04:39:08
328|Conspiracy Theory (1997)|3.4237288135593222|295|01-02-1998 20:42:53
331|Edge, The (1997)|3.5398230088495577|113|01-04-1998 03:39:52
332|Kiss the Girls (1997)|3.4615384615384617|143|01-02-1998 20:41:46
333|Game, The (1997)|3.593625498007968|251|01-03-1998 02:15:21
340|Boogie Nights (1997)|3.5873015873015874|189|01-02-1998 22:29:15
343|Alien: Resurrection (1997)|3.096774193548387|124|01-01-1998 16:04:32
346|Jackie Brown (1997)|3.642857142857143|126|01-01-1998 16:02:32
347|Wag the Dog (1997)|3.510948905109489|137|01-02-1998 04:41:51
357|One Flew Over the Cuckoo's Nest (1975)|4.291666666666667|264|01-02-1998 08:53:09
358|Spawn (1997)|2.6153846153846154|143|01-02-1998 20:40:38
367|Clueless (1995)|3.458823529411765|170|01-02-1998 00:05:31
378|Miracle on 34th Street (1994)|3.722772277227723|101|01-04-1998 16:59:22
380|Star Trek: Generations (1994)|3.336206896551724|116|01-01-1998 00:08:54
382|Adventures of Priscilla, Queen of the Desert, The (1994)|3.5945945945945947|111|01-02-1998 09:00:17
385|True Lies (1994)|3.5625|208|01-02-1998 09:19:52
393|Mrs. Doubtfire (1993)|3.4114583333333335|192|01-02-1998 06:55:18
402|Ghost (1990)|3.4647058823529413|170|01-02-1998 03:32:14
403|Batman (1989)|3.427860696517413|201|01-02-1998 09:19:52
404|Pinocchio (1940)|3.6732673267326734|101|01-02-1998 06:56:30
405|Mission: Impossible (1996)|3.313953488372093|344|01-01-1998 23:30:59
408|Close Shave, A (1995)|4.491071428571429|112|01-02-1998 08:53:09
410|Kingpin (1996)|3.1296296296296298|162|01-01-1998 23:29:38
411|Nutty Professor, The (1996)|2.914110429447853|163|01-01-1998 23:34:39
418|Cinderella (1950)|3.5813953488372094|129|01-04-1998 14:05:03
419|Mary Poppins (1964)|3.7247191011235956|178|01-01-1998 23:47:34
421|William Shakespeare's Romeo and Juliet (1996)|3.5943396226415096|106|01-02-1998 21:09:26
423|E.T. the Extra-Terrestrial (1982)|3.8333333333333335|300|01-02-1998 08:44:30
427|To Kill a Mockingbird (1962)|4.292237442922374|219|01-02-1998 08:51:30
428|Harold and Maude (1971)|3.8181818181818183|121|01-02-1998 09:05:02
431|Highlander (1986)|3.5359477124183005|153|01-02-1998 06:56:04
432|Fantasia (1940)|3.7701149425287355|174|01-04-1998 02:25:35
433|Heathers (1989)|3.690058479532164|171|01-02-1998 06:57:06
435|Butch Cassidy and the Sundance Kid (1969)|3.949074074074074|216|01-02-1998 21:03:00
443|Birds, The (1963)|3.808641975308642|162|01-01-1998 15:25:52
447|Carrie (1976)|3.5041322314049586|121|01-01-1998 15:25:52
449|Star Trek: The Motion Picture (1979)|3.034188034188034|117|01-01-1998 00:08:54
451|Grease (1978)|3.347058823529412|170|01-02-1998 09:20:17
455|Jackie Chan's First Strike (1996)|3.2551724137931033|145|01-04-1998 17:11:28
462|Like Water For Chocolate (Como agua para chocolate) (1992)|3.804054054054054|148|01-02-1998 08:58:45
470|Tombstone (1993)|3.6666666666666665|108|01-04-1998 16:32:32
471|Courage Under Fire (1996)|3.6108597285067874|221|01-01-1998 23:25:34
472|Dragonheart (1996)|3.0822784810126582|158|01-01-1998 23:27:33
473|James and the Giant Peach (1996)|3.126984126984127|126|01-01-1998 23:38:36
474|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|4.252577319587629|194|01-02-1998 07:18:53
475|Trainspotting (1996)|3.884|250|01-01-1998 23:27:03
476|First Wives Club, The (1996)|3.01875|160|01-01-1998 23:39:50
478|Philadelphia Story, The (1940)|4.115384615384615|104|01-02-1998 08:54:35
479|Vertigo (1958)|4.251396648044692|179|01-02-1998 08:54:35
480|North by Northwest (1959)|4.284916201117318|179|01-02-1998 08:45:58
482|Some Like It Hot (1959)|3.984375|128|01-02-1998 08:50:06
483|Casablanca (1942)|4.45679012345679|243|01-02-1998 08:51:08
484|Maltese Falcon, The (1941)|4.2101449275362315|138|01-02-1998 05:16:37
485|My Fair Lady (1964)|3.816|125|01-02-1998 09:00:48
496|It's a Wonderful Life (1946)|4.121212121212121|231|01-01-1998 23:46:02
498|African Queen, The (1951)|4.184210526315789|152|01-02-1998 20:55:15
501|Dumbo (1941)|3.4959349593495936|123|01-04-1998 13:58:50
504|Bonnie and Clyde (1967)|3.819672131147541|122|01-04-1998 03:30:57
508|People vs. Larry Flynt, The (1996)|3.5953488372093023|215|01-04-1998 01:49:54
509|My Left Foot (1989)|3.8512396694214877|121|01-04-1998 16:14:40
510|Magnificent Seven, The (1954)|3.9421487603305785|121|01-04-1998 03:30:57
511|Lawrence of Arabia (1962)|4.23121387283237|173|01-02-1998 08:42:40
514|Annie Hall (1977)|3.911111111111111|180|01-04-1998 02:18:32
515|Boot, Das (1981)|4.203980099502488|201|01-02-1998 20:49:50
520|Great Escape, The (1963)|4.104838709677419|124|01-02-1998 03:04:21
521|Deer Hunter, The (1978)|3.8333333333333335|120|01-04-1998 16:27:28
523|Cool Hand Luke (1967)|3.9939024390243905|164|01-04-1998 02:27:47
526|Ben-Hur (1959)|3.8306451612903225|124|01-02-1998 10:10:26
527|Gandhi (1982)|4.02051282051282|195|01-01-1998 04:26:41
528|Killing Fields, The (1984)|4.132231404958677|121|01-02-1998 08:56:18
531|Shine (1996)|3.9224806201550386|129|01-03-1998 06:10:09
546|Broken Arrow (1996)|3.031496062992126|254|01-01-1998 23:31:22
550|Die Hard: With a Vengeance (1995)|3.2847682119205297|151|01-02-1998 07:19:59
554|Waterworld (1995)|2.803921568627451|102|01-02-1998 07:33:14
559|Interview with the Vampire (1994)|3.1824817518248176|137|01-02-1998 07:14:32
566|Clear and Present Danger (1994)|3.569832402234637|179|01-02-1998 09:14:46
568|Speed (1994)|3.6478260869565218|230|01-02-1998 21:19:15
582|Piano, The (1993)|3.6011904761904763|168|01-02-1998 08:58:26
588|Beauty and the Beast (1991)|3.792079207920792|202|01-01-1998 23:47:34
591|Primal Fear (1996)|3.601123595505618|178|01-04-1998 01:52:27
596|Hunchback of Notre Dame, The (1996)|3.377952755905512|127|01-04-1998 16:40:33
597|Eraser (1996)|3.150485436893204|206|01-01-1998 23:29:38
603|Rear Window (1954)|4.3875598086124405|209|01-02-1998 20:59:30
628|Sleepers (1996)|3.514792899408284|169|01-02-1998 09:17:41
631|Crying Game, The (1992)|3.6218487394957983|119|01-01-1998 00:08:17
651|Glory (1989)|4.076023391812866|171|01-02-1998 07:00:39
654|Chinatown (1974)|4.136054421768708|147|01-02-1998 09:05:37
655|Stand by Me (1986)|3.881057268722467|227|01-02-1998 05:12:38
657|Manchurian Candidate, The (1962)|4.259541984732825|131|01-04-1998 02:27:47
659|Arsenic and Old Lace (1944)|4.078260869565217|115|01-02-1998 21:03:33
660|Fried Green Tomatoes (1991)|3.764705882352941|153|01-02-1998 09:18:54
663|Being There (1979)|3.9051724137931036|116|01-02-1998 08:59:51
678|Volcano (1997)|2.808219178082192|219|01-01-1998 23:15:47
679|Conan the Barbarian (1981)|3.046728971962617|107|01-02-1998 09:19:52
684|In the Line of Fire (1993)|3.7928994082840237|169|01-02-1998 08:59:51
685|Executive Decision (1996)|3.356687898089172|157|01-03-1998 05:37:38
690|Seven Years in Tibet (1997)|3.458064516129032|155|01-02-1998 04:37:08
692|American President, The (1995)|3.6280487804878048|164|01-04-1998 13:11:17
699|Little Women (1994)|3.676470588235294|102|01-04-1998 16:44:08
705|Singin' in the Rain (1952)|3.9927007299270074|137|01-02-1998 20:56:51
708|Sex, Lies, and Videotape (1989)|3.4752475247524752|101|01-02-1998 09:22:43
709|Strictly Ballroom (1992)|4.028846153846154|104|01-02-1998 09:10:21
732|Dave (1993)|3.65|180|01-02-1998 17:34:59
735|Philadelphia (1993)|3.854014598540146|137|01-02-1998 09:08:48
739|Pretty Woman (1990)|3.323170731707317|164|01-02-1998 03:29:05
742|Ransom (1996)|3.644194756554307|267|01-04-1998 00:20:13
746|Real Genius (1985)|3.6638655462184873|119|01-04-1998 17:19:03
747|Benny & Joon (1993)|3.4607843137254903|102|01-04-1998 16:30:47
748|Saint, The (1997)|3.1234177215189876|316|01-01-1998 00:30:45
750|Amistad (1997)|3.8548387096774195|124|01-01-1998 16:02:32
751|Tomorrow Never Dies (1997)|3.4277777777777776|180|01-02-1998 04:39:31
756|Father of the Bride Part II (1995)|2.8984375|128|01-01-1998 23:35:30
762|Beautiful Girls (1996)|3.391304347826087|115|01-04-1998 07:28:29
763|Happy Gilmore (1996)|3.389261744966443|149|01-01-1998 23:49:41
815|One Fine Day (1996)|3.232142857142857|112|01-02-1998 03:32:14
845|That Thing You Do! (1996)|3.465909090909091|176|01-01-1998 03:57:52
866|Michael (1996)|3.319327731092437|119|01-01-1998 23:38:35
879|Peacemaker, The (1997)|3.2720588235294117|136|01-04-1998 01:02:57
895|Scream 2 (1997)|3.2169811320754715|106|01-01-1998 16:01:55
926|Down Periscope (1996)|2.702970297029703|101|01-01-1998 23:37:11
928|Craft, The (1996)|3.1153846153846154|104|01-04-1998 07:31:30
1016|Con Air (1997)|3.45985401459854|137|01-01-1998 23:35:30
1028|Grumpier Old Men (1995)|3.0405405405405403|148|01-01-1998 23:30:32
1047|Multiplicity (1996)|2.8358208955223883|134|01-01-1998 23:34:39
