Pax,Check In,Check Out,Place,Web,Ratings,Name Hotel,Price(Rm)
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,AVANI Sepang Goldcoast Resort  ,488.615
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Mercure Kuala Lumpur Shaw Parade Hotel  ,293.655
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,AnCasa Hotel Kuala Lumpur  ,239.57
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Holiday Inn Express Kuala Lumpur City Centre  ,257.81
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Cititel Mid Valley  ,272.655
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,"The Gardens - A St Giles Signature Hotel & Residences, Kuala Lumpur  ",487.42
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Pullman Kuala Lumpur City Centre - Hotel & Residences   ,526.42
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,InterContinental Kuala Lumpur  ,551.025
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Shangri-La Hotel Kuala Lumpur  ,703.22
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Four Seasons Hotel Kuala Lumpur  ,1879.055
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Meliá Kuala Lumpur  ,387.735
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Sunway Velocity Hotel Kuala Lumpur  ,432.0
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,"Hotel Indigo Kuala Lumpur On The Park, an IHG Hotel  ",500.41
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Sunway Lagoon Hotel  ,783.005
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Komune Living & Wellness  ,273.24
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Grand Millennium Kuala Lumpur  ,590.14
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,"Berjaya Times Square Hotel, Kuala Lumpur  ",392.455
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8, Ramada Suites Kuala Lumpur City Centre  ,307.84
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Tamu Hotel & Suites Kuala Lumpur  ,471.08
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Grand Ion Delemen Hotel  ,232.735
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Grand Bluewave Hotel Shah Alam  ,306.375
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Dorsett Grand Subang  ,433.045
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Oakwood Hotel & Residence Kuala Lumpur  ,240.845
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,DoubleTree by Hilton Hotel Kuala Lumpur  ,415.645
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Seri Pacific Hotel Kuala Lumpur  ,506.185
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Sofitel Kuala Lumpur Damansara  ,654.73
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Perdana Kuala Lumpur City Centre  ,323.295
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Mövenpick Hotel and Convention Centre KLIA  ,574.68
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Hotel Equatorial Bangi  ,256.36
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Wyndham Grand Bangsar Kuala Lumpur  ,267.745
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Pulse Grande Hotel  ,283.925
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,"Swiss-Garden Hotel & Residences, Genting Highlands  ",304.26
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Pacific Regency Hotel Suites  ,311.645
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,DoubleTree by Hilton Shah Alam i-City  ,329.31
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,DoubleTree by Hilton Putrajaya Lakeside  ,355.735
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Hotel Maya Kuala Lumpur  ,373.25
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Dorsett Kuala Lumpur  ,374.49
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,PARKROYAL Serviced Suites Kuala Lumpur  ,377.25
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,The Saujana Hotel Kuala Lumpur  ,382.58
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Wyndham Suites KLCC  ,391.18
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Zenith Putrajaya   ,412.41
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Scarletz KLCC Apartments By soulasia  ,412.73
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,THE FACE Suites  ,413.53
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,The Royale Chulan Hotel Kuala Lumpur  ,428.685
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Hilton Petaling Jaya  ,448.635
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Alila Bangsar Kuala Lumpur  ,453.625
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,"Traders Hotel, Kuala Lumpur  ",458.14
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,E&O Residences Kuala Lumpur  ,462.63
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Hotel Royal Signature  ,465.505
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,One World Hotel  ,509.045
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,The Chateau Spa & Organic Wellness Resort  ,572.405
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,PARKROYAL COLLECTION Kuala Lumpur  ,592.29
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,"Crowne Plaza Kuala Lumpur City Centre, an IHG Hotel  ",595.73
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Hilton Kuala Lumpur  ,649.515
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Ascott Star KLCC  ,659.42
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Ascott Kuala Lumpur  ,687.155
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Grand Hyatt Kuala Lumpur  ,752.66
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Pan Pacific Serviced Suites Kuala Lumpur  ,815.945
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,"Mandarin Oriental, Kuala Lumpur  ",1026.285
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Sunway Resort Hotel  ,1080.0
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Villa Samadhi  ,1347.955
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,Banyan Tree Kuala Lumpur  ,1457.0
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,10,New World Petaling Jaya Hotel   ,639.925
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,"Hotel Maison Boutique, Kuala Lumpur  ",70.71
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,KIP Hotel  ,175.83
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Acappella Suite Hotel  ,186.57
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,MOV Hotel  ,196.74
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Qliq Damansara  ,203.645
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Stay with Bintang  ,210.215
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,"Oasia Suites Kuala Lumpur, Malaysia by Far East Hospitality  ",228.755
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Hotel ibis Kuala Lumpur City Centre  ,231.495
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,The Signature Hotel & Serviced Suites Kuala Lumpur  ,248.615
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Park Inn by Radisson Putrajaya  ,252.02
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Mercure Selangor Selayang  ,253.43
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Dorsett Putrajaya  ,254.835
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Colmar Tropicale French Theme Resort  ,255.14
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Concorde Hotel Shah Alam  ,257.635
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Nexus Regency Suites & Hotel  ,259.235
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Furama Bukit Bintang  ,260.13
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Fahrenheit Suites Kuala Lumpur  ,260.775
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,The Everly Putrajaya  ,261.33
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Mercure Kuala Lumpur Glenmarie  ,262.66
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Metro 360 Hotel Kuala Lumpur  ,276.615
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Crystal Crown Hotel Petaling Jaya  ,276.865
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Tenera Hotel  ,283.965
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Hotel Royal Kuala Lumpur  ,290.49
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Eastin Hotel Petaling Jaya  ,291.37
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,V E Hotel & Residence  ,297.65
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Mercure Living Putrajaya  ,300.965
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,The Royale Chulan Damansara  ,301.63
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Tune Hotel KLIA-KLIA2  ,307.265
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Empire Hotel Subang  ,323.75
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,The Chow Kit - an Ormond Hotel  ,330.075
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Cormar Suites  ,342.865
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Micasa All Suites Hotel  ,352.73
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Swiss-Garden Hotel Bukit Bintang Kuala Lumpur  ,357.905
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Ami Suites  ,358.59
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Novotel Kuala Lumpur City Centre  ,370.6
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Corus Hotel Kuala Lumpur  ,371.135
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,The Nomad Bangsar Serviced Residences  ,382.275
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,"Hyatt House Kuala Lumpur, Mont Kiara  ",382.39
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,The Boulevard Hotel Kuala Lumpur  ,385.47
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Avante Hotel  ,389.24
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Concorde Hotel Kuala Lumpur  ,396.19
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Amari Kuala Lumpur  ,408.85
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Ascott Sentral Kuala Lumpur  ,413.4
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Ansa Kuala Lumpur  ,427.24
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Lanson Place Bukit Ceylon Serviced Residences  ,514.77
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,The Kuala Lumpur Journal  ,518.92
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Capri by Fraser Bukit Bintang  ,538.17
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Impiana KLCC Hotel  ,541.065
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Wedgewood Residences Mont Kiara  ,637.905
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Dorsett Residences Bukit Bintang  ,645.065
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Sunway Pyramid Hotel  ,783.005
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Wolo Kuala Lumpur  ,930.26
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,The RuMa Hotel and Residences  ,1005.535
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Shah Alam Business Hotel  ,67.325
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Sandpiper Hotel Kuala Lumpur  ,93.4
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Rain Forest Hotel  ,100.615
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6, W Hotel   ,101.415
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Orange Premier Hotel @ Taman Segar  ,102.635
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Citin Hotel  ,104.01
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Mangga Boutique Hotel  ,104.345
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,My Hotel @ KL Sentral  ,109.62
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,BEST WESTERN Petaling Jaya  ,113.96
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel Nginap  ,117.43
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Top Holiday Hotel  ,119.35
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,City Central Hotel  ,121.995
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Sunrise Hotel  ,122.51
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Midah Hotel Kuala Lumpur  ,123.445
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel Sentral Pudu @ City Centre / Bukit Bintang  ,125.445
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Star Points Hotel  ,125.84
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Adamson Park Kuala Lumpur  ,127.175
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel Big W  ,128.865
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Cairnhill Hotel Kuala Lumpur  ,130.81
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,H Boutique Hotel  ,131.63
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Lavender Inn USJ  ,133.055
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Prescott Hotel Kuala Lumpur Sentral  ,133.115
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Olympic Sports Hotel Kuala Lumpur  ,134.805
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Tune Hotel Jalan Putra  ,141.85
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel 99 Sepang Klia  ,149.73
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,ACES Hotel Kuala Lumpur  ,149.995
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,WP Hotel  ,154.115
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hote123  ,155.77
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Sovotel Conezion Putrajaya  ,156.395
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Pegasus Hotel Shah Alam  ,156.49
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman North  ,168.6
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,De Houz - Trefoil Setia Alam Home Stay  ,169.15
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Resorts World Genting - First World Hotel  ,170.56
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman South  ,172.79
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel ibis Styles Kuala Lumpur Fraser Business Park  ,173.34
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Orkid Inn Mahkota Cheras  ,177.605
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,12FLY HOTEL  ,177.83
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Prescott Hotel KL Medan Tuanku  ,178.67
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Prescott Hotel Kajang  ,183.6
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,City Comfort Hotel  ,187.635
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Izumi Hotel  ,188.36
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Fnf Service Suite at Times Square  ,189.75
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,InnB Park Hotel  ,190.55
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,J-Hotel by Dorsett  ,197.44
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Sovotel Boutique Hotel Kota D'sara 8  ,197.455
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel Pudu Plaza  ,198.735
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,MTREE Hotel  ,199.555
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Hotel Seri Malaysia Bagan Lalang  ,203.115
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Six Seasons Hotel  ,204.58
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Citadines DPulze Cyberjaya  ,205.02
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,The Maple Suite  ,215.735
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Crystal Crown Hotel  ,216.175
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel Cosmo Kuala Lumpur  ,217.885
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,ibis Styles Kuala Lumpur Sri Damansara  ,219.545
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,de King Boutique Hotel KLCC  ,222.205
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,The 5 Elements Hotel  ,224.775
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Suasana Suites Bukit Ceylon  ,231.02
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Imperial Regency Suites & Hotel Petaling Jaya  ,234.695
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel Grand Continental  ,236.49
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Travelodge Bukit Bintang  ,242.92
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,8,Travelodge Chinatown Kuala Lumpur  ,246.21
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,D-Loft-Hotel  ,251.945
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Tan'Yaa Hotel by Ri-Yaz  ,252.8
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,SKY EXPRESS HOTEL BUKIT BINTANG  ,258.665
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Sleeping Lion Suites  ,261.065
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Q Hotel Kuala Lumpur  ,270.825
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,De Palma Hotel Kuala Selangor  ,287.615
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Hotel Capitol Kuala Lumpur  ,363.41
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Resorts World Genting - Genting SkyWorlds Hotel  ,364.09
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,BEST WESTERN i-City Shah Alam  ,398.435
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Resort Suites Hotel at Bandar Sunway  ,404.165
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Sama-Sama Express KLIA  ,474.795
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Aerotel Kuala Lumpur (Airport Hotel) - Gateway@klia2  ,605.235
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,U Pac Hotel  ,45.31
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Travel Hub Highstreet  ,63.19
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Midah Inn Puchong  ,67.38
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Bunk & Bilik Hotel Jalan Ipoh  ,70.9
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,2,Sun Inns Hotel Kelana Jaya  ,72.92
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Hotel Elwarda Klcity  ,75.81
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Country Hotel  ,77.45
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,New Wave Hotel  ,83.48
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Sun Inns Hotel Mentari  ,89.42
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,SAFARI Hotel  ,93.21
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,New Wave Hotel Sri Hartamas  ,97.095
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Old Penang Hotel (Ampang Point)  ,97.59
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,One Avenue Hotel (Balakong)  ,106.465
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,"Raintree Hotel@ Bandar Manjalara,KL  ",109.62
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Qlassic Hotel  ,110.59
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,YY38 Hotel  ,110.855
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Cozy Hotel @ KL Sentral  ,111.41
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,BIG M Hotel  ,111.64
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,De Elements Business Hotel  ,113.96
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,New Town Hotel Klang  ,115.805
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Metro Hotel KL Sentral  ,116.795
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Best View Hotel Bangi  ,117.24
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Uptown Hotel  ,119.77
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,9 Square Hotel - Seri Kembangan  ,120.835
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,9 Square Hotel  ,120.835
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Ahyu Hotel  ,121.88
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,T - Hotel Bukit Bintang  ,128.24
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,A+ Boutique Hotel  ,132.56
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Koptown Hotel Kuala Lumpur  ,134.18
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,H Boutique Hotel Kota Damansara  ,142.515
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,O'Boutique Suites  ,144.365
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,V Garden Hotel  ,146.33
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Mixx Hotel Sunway  ,164.675
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4, Summer Suites Residences by Subhome  ,168.6
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,GM Hotel  ,169.32
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,6,Ibis PJCC Petaling Jaya  ,169.89
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,GM Grand Moments Hotel  ,173.93
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Gold Tree Hotel  ,189.06
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,Tai Ichi Hotel  ,200.695
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,4,"Sama-Sama Express, KLIA2  ",384.825
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,2,Marvelot Hotel  ,37.7
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,2,Hotel Pristine  ,45.255
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,2,The Travel Hub Guesthouse  ,46.605
2,2024-10-01,2024-10-03, Kuala Lumpur,MHHolidays,2,Time Hotel  ,72.48
